,names,release,runtime,scores,user_score
4890,To the Wonder,12-Apr-13,112,58,7.9
4891,Steep,21-Dec-07,92,58,8
4892,Hitch,11-Feb-05,118,58,8.1
4893,Tokyo Tribe,23-Oct-15,116,58,7
4894,Zero Bridge,16-Feb-11,96,58,0
4895,"The Prize Winner of Defiance, Ohio",30-Sep-05,99,58,7.7
4896,Life in a Day,29-Jul-11,95,58,7.3
4897,Dolphin Tale 2,12-Sep-14,107,58,5.3
4898,The Rocky Horror Picture Show,26-Sep-75,100,58,8
4899,August: Osage County,25-Dec-13,121,58,7
4900,Troubadours,2-Feb-11,101,58,0
4901,The Wisdom of Crocodiles,14-Jul-00,98,58,7.1
4902,The Mist,21-Nov-07,126,58,6.9
4903,Jug Face,9-Aug-13,81,58,0
4904,X-Men: The Last Stand,26-May-06,104,58,6
4905,Adam Resurrected,12-Dec-08,106,58,5.1
4906,Night Falls on Manhattan,16-May-97,114,58,0
4907,Jarhead,4-Nov-05,125,58,7.1
4908,Cosmopolis,17-Aug-12,109,58,5.2
4909,Acts of Worship,21-Nov-03,94,58,0
4910,Class Action,15-Mar-91,110,58,0
4911,Footloose,14-Oct-11,113,58,5.8
4912,Jason Bourne,29-Jul-16,123,58,6.5
4913,Love Liza,30-Dec-02,90,58,6.7
4914,Swimming Upstream,4-Feb-05,114,58,7.7
4915,Disclosure,9-Dec-94,128,58,8
4916,The 100-Year-Old Man Who Climbed Out the Window and Disappeared,8-May-15,114,58,6.8
4917,Tuvalu,7-Dec-01,101,58,6.9
4918,Wolf Totem,11-Sep-15,121,58,5.8
4919,Pirate Radio,13-Nov-09,116,58,6.4
4920,The Reader,10-Dec-08,124,58,7.2
4921,Balls Out,19-Jun-15,100,58,0
4922,Searching for the Wrong-Eyed Jesus,13-Jul-05,82,58,7.3
4923,Defamation,20-Nov-09,91,58,0
4924,The Firm,30-Jun-93,154,58,8.9
4925,Stoker,1-Mar-13,99,58,8.5
4926,The King,19-May-06,105,58,7.3
4927,Love & Air Sex,7-Feb-14,0,58,5.8
4928,Trouble with the Curve,21-Sep-12,111,58,6.8
4929,Hard Candy,14-Apr-06,104,58,8.3
4930,Go Further,8-Oct-04,80,58,0
4931,Defiance,31-Dec-08,137,58,5.8
4932,Nerve,27-Jul-16,96,58,6.6
4933,The Keeping Room,25-Sep-15,95,58,5.7
4934,We Bought a Zoo,23-Dec-11,124,58,7
4935,Neighbors 2: Sorority Rising,20-May-16,92,58,5.5
4936,Universal Soldier: Day of Reckoning,30-Nov-12,114,58,4.8
4937,Orchestra of Exiles,26-Oct-12,85,58,0
4938,Gayby,12-Oct-12,89,58,0
4939,The Bridge,27-Oct-06,94,58,6.7
4940,Ice Age: The Meltdown,31-Mar-06,91,58,7.5
4941,Brown Sugar,11-Oct-02,109,58,5.9
4942,Shrek Forever After,21-May-10,93,58,6.4
4943,Turbo,17-Jul-13,96,58,6.2
4944,Sisters,18-Dec-15,118,58,6.4
4945,Biutiful,29-Dec-10,147,58,7.3
4946,Unleashed,13-May-05,102,58,8.8
4947,The Dictator,16-May-12,83,58,6.4
4948,Quantum of Solace,14-Nov-08,106,58,6.3
4949,Blossoms of Fire,20-Jan-06,75,58,0
4950,I Declare War,30-Aug-13,94,58,6.3
4951,Gainsbourg: A Heroic Life,31-Aug-11,130,58,6.4
4952,...And They Lived Happily Ever After,8-Apr-05,100,58,6.6
4953,Danny Collins,20-Mar-15,106,58,6.9
4954,Butch Cassidy and the Sundance Kid,24-Oct-69,110,58,8.8
4955,Snakes on a Plane,18-Aug-06,105,58,7.4
4956,L'Attesa (The Wait),29-Apr-16,100,58,0
4957,Pioneer,5-Dec-14,111,58,5.8
4958,Easy Virtue,22-May-09,97,58,6.8
4959,Outfoxed: Rupert Murdoch's War on Journalism,6-Aug-04,78,58,7.3
4960,Small Voices,10-Oct-03,109,58,8
4961,The Grey Zone,18-Oct-02,108,58,8.1
4962,K-19: The Widowmaker,19-Jul-02,138,58,7.2
4963,Virgil Bliss,12-Jun-02,93,58,0
4964,Solomon & Gaenor,25-Aug-00,0,58,8.5
4965,Stepmom,25-Dec-98,124,58,7.2
4966,The Hunt for Red October,2-Mar-90,134,58,8
4967,Days of Grace,1-May-15,133,58,0
4968,Pocahontas,23-Jun-95,81,58,7.3
4969,Frontera,5-Sep-14,103,58,7.4
4970,Fuck,10-Nov-06,93,58,7.4
4971,Just a Sigh,21-Mar-14,104,58,0
4972,The Prey,7-Jun-13,105,58,0
4973,Creative Control,11-Mar-16,97,58,7.6
4974,Mortal Kombat,18-Aug-95,101,58,8.6
4975,The Express,10-Oct-08,130,58,8.1
4976,The Twilight Saga: Eclipse,30-Jun-10,124,58,5.1
4977,Die Hard: With a Vengeance,19-May-95,131,58,8.8
4978,The Woman,14-Oct-11,101,58,6.1
4979,Splinter,31-Oct-08,82,58,6.9
4980,Sun Choke,5-Aug-16,83,58,0
4981,Snowden,16-Sep-16,134,58,7
4982,(Untitled),23-Oct-09,96,58,6.6
4983,Leaves of Grass,2-Apr-10,105,58,7.1
4984,Gozu,30-Jul-04,129,58,7.9
4985,The Safety of Objects,7-Mar-03,121,58,7.3
4986,Shanghai Knights,7-Feb-03,114,58,8.8
4987,Jonah: A VeggieTales Movie,4-Oct-02,82,58,7.8
4988,Session 9,10-Aug-01,97,58,7.8
4989,The Trench,22-Nov-00,98,58,5
4990,Man on the Moon,22-Dec-99,118,58,7.3
4991,Men in Black III,25-May-12,106,58,6.9
4992,Big Fish,10-Dec-03,125,58,8.6
4993,Wrong,29-Mar-13,94,58,6.1
4994,Hello Lonesome,25-May-11,91,58,0
4995,Lawless,29-Aug-12,116,58,8
4996,Kid-Thing,7-Aug-13,83,58,0
4997,Brothers,4-Dec-09,105,58,8.7
4998,20 Centimeters,27-Oct-06,112,58,7.3
4999,A Hologram for the King,22-Apr-16,98,58,5.7
5000,Point Break,12-Jul-91,122,58,8.6
5001,Police Beat,28-Apr-06,80,58,0
5002,The First Wives Club,20-Sep-96,103,58,6.8
5003,Penance,14-Nov-14,0,58,0
5004,Prime,28-Oct-05,105,58,6.4
5005,The Rock,7-Jun-96,136,58,8.8
5006,Jimmy P.,14-Feb-14,117,58,6
5007,Rising from Ashes,2-Aug-13,82,58,0
5008,I Am Chris Farley,31-Jul-15,96,58,8
5009,Roving Mars,27-Jan-06,40,58,6.6
5010,Risk/Reward,27-Feb-04,88,58,8.3
5011,Francis Ford Coppola Presents: The Legend of Suriyothai,20-Jun-03,142,58,8
5012,Ziggy Stardust and the Spiders from Mars,10-Jul-02,90,58,8.5
5013,ZigZag,14-Jun-02,101,58,0
5014,Tortilla Soup,24-Aug-01,102,58,6.8
5015,The Legend of 1900,29-Oct-99,165,58,8.8
5016,Ask the Dust,10-Mar-06,117,58,7.9
5017,First Snow,23-Mar-07,101,58,7
5018,The Fast and the Furious,22-Jun-01,106,58,8.4
5019,Somebody Up There Likes Me,8-Mar-13,76,58,0
5020,Kingsman: The Secret Service,13-Feb-15,129,58,8.1
5021,A Bottle in the Gaza Sea (Une bouteille à la mer),4-Jan-13,100,58,0
5022,The Hobbit: An Unexpected Journey,14-Dec-12,169,58,8
5023,Southbound,5-Feb-16,89,58,5.7
5024,The Finest Hours,29-Jan-16,117,58,6.6
5025,Shrek the Third,18-May-07,93,58,6.5
5026,Somm,21-Jun-13,0,58,7.8
5027,Aurora Borealis,15-Sep-06,110,58,6.2
5028,The Trust,13-May-16,92,58,5.8
5029,Green Card,11-Jan-91,103,58,8.7
5030,J.S.A.: Joint Security Area,15-Jun-05,110,58,7.7
5031,The Tree,15-Jul-11,100,58,0
5032,City of Ember,10-Oct-08,90,58,6.5
5033,Colossal,TBA,110,58,0
5034,The Night Before,20-Nov-15,101,58,6.4
5035,Ocean's Twelve,10-Dec-04,125,58,6.3
5036,Forget Baghdad: Jews and Arabs - The Iraqi Connection,5-Dec-03,114,58,0
5037,May,7-Feb-03,93,58,1
5038,Burning Man: The Burning Sensation,6-Sep-02,75,58,0
5039,Undisputed,23-Aug-02,94,58,6.9
5040,Kiss of the Dragon,6-Jul-01,98,58,8.7
5041,American Pie,9-Jul-99,95,58,4.2
5042,The Myth of Fingerprints,17-Sep-97,93,58,0
5043,Freakonomics,1-Oct-10,93,58,5.7
5044,Away We Go,5-Jun-09,98,58,6.8
5045,Heartless,19-Nov-10,114,58,5.8
5046,Fading Gigolo,18-Apr-14,90,58,5.9
5047,Escape from Tomorrow,11-Oct-13,90,58,5.2
5048,The Greasy Strangler,7-Oct-16,93,58,0
5049,Glory Road,13-Jan-06,118,58,8
5050,Gemma Bovery,29-May-15,99,58,7.5
5051,No Place on Earth,22-Mar-13,83,58,0
5052,Low Down,24-Oct-14,114,58,7.4
5053,A Royal Night Out,4-Dec-15,97,58,6.6
5054,Everything Is Illuminated,16-Sep-05,106,58,7.9
5055,Stone,8-Oct-10,105,58,6.1
5056,Emile,4-Feb-05,92,58,0
5057,Lights Out,22-Jul-16,81,58,6.9
5058,Felon,18-Jul-08,104,58,8
5059,The Invention of Lying,2-Oct-09,99,58,5.8
5060,Free Radicals,23-Jul-04,120,58,0
5061,The Holy Land,11-Jul-03,102,58,7.5
5062,The Yards,20-Oct-00,115,58,7.2
5063,The Lords of Salem,19-Apr-13,101,57,5.8
5064,Renaissance,22-Sep-06,105,57,8.2
5065,All Good Things,3-Dec-10,120,57,8.1
5066,One More Time,8-Apr-16,98,57,0
5067,Crank,1-Sep-06,88,57,4.4
5068,Special,21-Nov-08,81,57,8.8
5069,Keeping Up with the Steins,12-May-06,90,57,5.7
5070,It's a Disaster,12-Apr-13,88,57,6.9
5071,Chelsea on the Rocks,2-Oct-09,88,57,0
5072,Flawless,28-Mar-08,108,57,6.8
5073,Terraferma,24-Jul-13,88,57,0
5074,Eddie: The Sleepwalking Cannibal,5-Apr-13,90,57,0
5075,Daybreakers,8-Jan-10,98,57,6.7
5076,Trishna,13-Jul-12,117,57,6
5077,Sleeping Beauty,2-Dec-11,2,57,4.6
5078,Lila Says,24-Jun-05,89,57,8.1
5079,R100,23-Jan-15,99,57,6.4
5080,Severe Clear,12-Mar-10,93,57,0
5081,Indiana Jones and the Temple of Doom,23-May-84,118,57,7.9
5082,Pulling Strings,4-Oct-13,111,57,0
5083,Towelhead,12-Sep-08,124,57,6.5
5084,Paul,18-Mar-11,104,57,7
5085,Color Me Kubrick,23-Mar-07,86,57,0
5086,My Father and The Man In Black,6-Sep-13,87,57,0
5087,Bart Got a Room,3-Apr-09,80,57,7.2
5088,The Sea Is Watching,18-Jul-03,119,57,8.3
5089,The Ring,18-Oct-02,115,57,4.3
5090,My Wife Is an Actress,12-Jul-02,95,57,0
5091,Osmosis Jones,10-Aug-01,95,57,6.2
5092,Holy Smoke,3-Dec-99,115,57,8.2
5093,Ip Man 3,22-Jan-16,105,57,6.6
5094,The Woman in the Fifth,15-Jun-12,85,57,0
5095,The World Is Not Enough,19-Nov-99,128,57,6.4
5096,The Disappearance of Eleanor Rigby: Them,12-Sep-14,123,57,6.2
5097,Lace Crater,29-Jul-16,83,57,0
5098,The Hole,28-Sep-12,92,57,5.6
5099,"A Woman, a Gun and a Noodle Shop",3-Sep-10,95,57,5.7
5100,Ragtime,20-Nov-81,155,57,8.2
5101,Flicka,20-Oct-06,95,57,6.3
5102,Vamps,2-Nov-12,92,57,6.3
5103,Dracula,13-Nov-92,128,57,8.9
5104,Spy Kids 3-D: Game Over,25-Jul-03,84,57,5.5
5105,Famous,22-Aug-01,90,57,0
5106,Mifune's Last Song,25-Feb-00,98,57,0
5107,True Romance,10-Sep-93,120,57,8.9
5108,The Intouchables,25-May-12,112,57,8.1
5109,Life Partners,5-Dec-14,93,57,6.2
5110,Thor,6-May-11,114,57,7.1
5111,Me and You,4-Jul-14,103,57,0
5112,Body of Lies,10-Oct-08,128,57,7.2
5113,Populaire,6-Sep-13,111,57,7.6
5114,The Notebook,29-Aug-14,112,57,0
5115,Teeth,18-Jan-08,94,57,6
5116,The Grand Seduction,30-May-14,113,57,7.3
5117,The Groomsmen,14-Jul-06,98,57,7
5118,Adult Beginners,24-Apr-15,92,57,6.6
5119,16 Years of Alcohol,18-Mar-05,102,57,6.1
5120,Filly Brown,19-Apr-13,80,57,0
5121,Happy Endings,15-Jul-05,128,57,7.2
5122,Kansas City,16-Aug-96,116,57,8.6
5123,Break Point,4-Sep-15,90,57,4.3
5124,The Missing Person,20-Nov-09,95,57,0
5125,Cowboy del Amor,3-Feb-06,86,57,7.7
5126,Bright Days Ahead,25-Apr-14,94,57,0
5127,Sacrifice,27-Jul-12,122,57,0
5128,The Big Fix,2-Dec-11,1,57,0
5129,The Boys Are Back,25-Sep-09,104,57,5.9
5130,Mr 3000,17-Sep-04,104,57,8.8
5131,13 Going on 30,23-Apr-04,98,57,8.1
5132,Bossa Nova,28-Apr-00,95,57,0
5133,The Red Violin,11-Jun-99,131,57,7.9
5134,Total Recall,1-Jun-90,113,57,8.9
5135,Pretty in Pink,28-Feb-86,96,57,8.7
5136,Whiskey Tango Foxtrot,4-Mar-16,112,57,6.5
5137,Fifty Dead Men Walking,21-Aug-09,117,57,7.6
5138,How I Live Now,8-Nov-13,101,57,6.7
5139,Kinky Boots,14-Apr-06,107,57,7
5140,Sushi: The Global Catch,3-Aug-12,75,57,0
5141,Our Kind of Traitor,1-Jul-16,108,57,6
5142,How to Live Forever,13-May-11,92,57,0
5143,Smart People,11-Apr-08,95,57,7.4
5144,Candy,17-Nov-06,108,57,7.6
5145,Bad Words,14-Mar-14,89,57,6.4
5146,Natural Selection,16-Mar-12,90,57,0
5147,Katy Perry: Part of Me,5-Jul-12,93,57,5.9
5148,The Look of Love,5-Jul-13,101,57,4.8
5149,The Grand,21-Mar-08,104,57,6.8
5150,The Forbidden Kingdom,18-Apr-08,104,57,7.4
5151,Albert Nobbs,21-Dec-11,113,57,6.2
5152,The Human Stain,31-Oct-03,106,57,8.1
5153,What's Cooking?,27-Oct-00,109,57,7.9
5154,The Newton Boys,27-Mar-98,113,57,5.6
5155,All Together,19-Oct-12,96,57,5.3
5156,Chimpanzee,20-Apr-12,78,57,6.6
5157,The Amazing Truth About Queen Raquela,26-Sep-08,80,57,0
5158,Lights in the Dusk,13-Jun-07,78,57,0
5159,Southpaw,24-Jul-15,124,57,7.9
5160,Rise of the Guardians,21-Nov-12,97,57,7.3
5161,Money for Nothing: Inside the Federal Reserve,6-Sep-13,104,57,0
5162,The Secret Life of Bees,17-Oct-08,0,57,8
5163,Miss Peregrine's Home for Peculiar Children,30-Sep-16,127,57,6.9
5164,Miss Potter,29-Dec-06,92,57,7.2
5165,"Lovely, Still",10-Sep-10,92,57,6.6
5166,Easy Money: Hard to Kill,14-Feb-14,99,57,0
5167,Limelight,23-Sep-11,101,57,0
5168,The Hammer,21-Mar-08,88,57,8.5
5169,The First Monday in May,15-Apr-16,90,57,0
5170,Evil Dead,5-Apr-13,91,57,7.3
5171,In the Name of My Daughter,8-May-15,116,57,0
5172,Madagascar,27-May-05,86,57,6.6
5173,Klown Forever,2-Sep-16,99,57,0
5174,Band of Robbers,15-Jan-16,95,57,7.1
5175,The Sleepwalker,21-Nov-14,91,57,0
5176,The Maze Runner,19-Sep-14,113,57,6.7
5177,The Flying Swords of Dragon Gate,31-Aug-12,122,57,7.7
5178,Daydream Nation,6-May-11,96,57,6.8
5179,Shake Hands with the Devil,29-Oct-10,112,57,0
5180,Prince of Broadway,3-Sep-10,100,57,6.3
5181,Here and There,14-May-10,85,57,0
5182,The Sun Behind the Clouds: Tibet's Struggle for Freedom,31-Mar-10,79,57,0
5183,Sixty Six,1-Aug-08,93,57,7.5
5184,Harold & Kumar Escape from Guantanamo Bay,25-Apr-08,114,57,8.4
5185,Laura Smiles,3-Aug-07,98,57,0
5186,Mardi Gras: Made in China,24-Mar-06,72,57,0
5187,Derailroaded,3-Nov-05,86,57,7.3
5188,Yat luk che,27-Jul-05,0,57,0
5189,"Peace, Propaganda & the Promised Land",28-Jan-05,80,57,8
5190,Code 46,6-Aug-04,93,57,6.2
5191,Saints and Sinners,18-Jun-04,80,57,0
5192,Faster,23-Apr-04,103,57,0
5193,My Life Without Me,26-Sep-03,106,57,8.8
5194,Catching Out,20-Aug-03,79,57,0
5195,City of Ghosts,25-Apr-03,116,57,6.6
5196,Amen.,24-Jan-03,132,57,8.3
5197,Hannibal,9-Feb-01,131,57,7.3
5198,Chalk,25-Aug-00,134,57,0
5199,Titus,25-Dec-99,162,57,6.5
5200,The Grandfather,8-Oct-99,151,57,0
5201,You've Got Mail,18-Dec-98,119,57,6.9
5202,Iron Man 2,7-May-10,124,57,6.5
5203,John Rabe,21-May-10,134,57,7.3
5204,Cars 2,24-Jun-11,113,57,5.7
5205,Journey to the Center of the Earth,11-Jul-08,93,57,5.1
5206,The Revenant,24-Aug-12,110,57,7.4
5207,Cirkus Columbia,17-Feb-12,113,57,0
5208,Toast,23-Sep-11,96,57,5.4
5209,Hatchet,7-Sep-07,85,57,8
5210,Right at Your Door,24-Aug-07,0,57,6.5
5211,Generation War,15-Jan-14,270,57,7.6
5212,Strangers with Candy,28-Jun-06,97,57,6.7
5213,Dog Pound,29-Mar-13,91,57,7.2
5214,Shut Up Little Man! An Audio Misadventure,16-Sep-11,90,57,0
5215,Saudate for the Future,20-Jun-01,92,57,0
5216,Midnight in the Garden of Good and Evil,21-Nov-97,155,57,5.8
5217,The Wildest Dream,6-Aug-10,94,57,6.8
5218,The Santa Clause,11-Nov-94,97,57,8.4
5219,Bubba Ho-tep,26-Sep-03,92,57,8.3
5220,Snow White and the Huntsman,1-Jun-12,127,57,6.2
5221,Greetings from Tim Buckley,3-May-13,99,57,0
5222,Coach Carter,14-Jan-05,136,57,7.9
5223,Assisted Living,2-Feb-05,78,57,7.2
5224,"1,000 Times Good Night",24-Oct-14,117,57,6
5225,Brighton Rock,26-Aug-11,111,57,7
5226,High School Musical 3: Senior Year,24-Oct-08,112,57,4.6
5227,The Great New Wonderful,23-Jun-06,0,57,7
5228,Confetti,15-Sep-06,100,57,0
5229,A Walk Among the Tombstones,19-Sep-14,114,57,6.5
5230,Backstage,22-Nov-06,112,57,0
5231,Morning Glory,10-Nov-10,107,57,6.7
5232,Traveller,18-Apr-97,101,57,0
5233,The Last Kiss,15-Sep-06,104,57,5.1
5234,Alila,27-Feb-04,123,57,0
5235,The Man from Elysian Fields,27-Sep-02,106,57,8.8
5236,Sasayaki,17-Nov-00,100,57,0
5237,The Tavern,22-Sep-00,95,57,0
5238,Up at the Villa,5-May-00,115,57,0
5239,Field of Dreams,21-Apr-89,107,57,8.8
5240,Today's Special,19-Nov-10,99,57,0
5241,Mascots,13-Oct-16,89,57,5.9
5242,Last Chance Harvey,25-Dec-08,93,57,6.4
5243,Horrible Bosses,8-Jul-11,98,57,7.6
5244,The Company You Keep,5-Apr-13,121,57,5.8
5245,Mama,18-Jan-13,100,57,6.4
5246,First Love,6-Apr-05,94,57,0
5247,Everything's Gone Green,13-Apr-07,95,57,7
5248,Forks Over Knives,6-May-11,96,57,7.3
5249,Proxy,18-Apr-14,120,57,5.4
5250,Antibodies,16-Feb-07,127,57,0
5251,Disappearances,27-Apr-07,0,57,5
5252,Two Men Went to War,26-Mar-04,109,57,0
5253,Cet amour-là,2-Apr-03,100,57,0
5254,Dark Blue,21-Feb-03,118,57,8.1
5255,Bread and Roses,11-May-01,110,57,7.5
5256,Michael Jordan to the Max,5-May-00,46,57,8.2
5257,Flash of Genius,3-Oct-08,119,57,7.6
5258,Brother to Brother,5-Nov-04,0,57,8
5259,You've Been Trumped,3-Aug-12,95,57,0
5260,It's Complicated,25-Dec-09,120,57,5.5
5261,Back to the Future Part II,22-Nov-89,108,57,8.7
5262,little man,28-Oct-05,112,57,0
5263,I Origins,18-Jul-14,106,57,7.9
5264,Unfinished Song,21-Jun-13,93,57,8
5265,Casanova,25-Dec-05,112,57,6.9
5266,War Dogs,19-Aug-16,114,57,7.2
5267,Rubberneck,22-Feb-13,83,57,0
5268,The Equalizer,26-Sep-14,132,57,6.8
5269,Jack Ryan: Shadow Recruit,17-Jan-14,105,57,6
5270,Sherlock Holmes,25-Dec-09,128,57,7.4
5271,The Intervention,26-Aug-16,90,57,0
5272,Skins,27-Sep-02,84,57,7.9
5273,Brotherhood of the Wolf,11-Jan-02,142,57,7
5274,Cecil B. DeMented,11-Aug-00,87,57,8
5275,Beloved,16-Oct-98,172,57,6.9
5276,Army of Darkness,19-Feb-93,81,57,8.4
5277,The First Grader,13-May-11,120,56,7.3
5278,The Mask,29-Jul-94,101,56,6.9
5279,Sympathy for Mr. Vengeance,19-Aug-05,129,56,7.9
5280,Opal Dream,22-Nov-06,86,56,7.4
5281,Date and Switch,14-Feb-14,91,56,7.8
5282,Collaborator,6-Jul-12,87,56,0
5283,Ezra,13-Feb-08,110,56,0
5284,The Kingdom,28-Sep-07,110,56,6.2
5285,May in the Summer,22-Aug-14,99,56,0
5286,3 Hearts,13-Mar-15,106,56,0
5287,Save Me,5-Sep-08,96,56,6.9
5288,Ilya and Emilia Kabakov: Enter Here,13-Nov-13,103,56,0
5289,Buffalo Soldiers,25-Jul-03,98,56,7.9
5290,Perfume: The Story of a Murderer,29-Dec-06,147,56,7.5
5291,Pump,19-Sep-14,88,56,0
5292,G.B.F.,17-Jan-14,92,56,7.3
5293,Leaving,1-Oct-10,85,56,6.6
5294,The Escapist,3-Apr-09,102,56,7.5
5295,Hidden in Plain Sight,7-Nov-03,90,56,0
5296,The Lizzie McGuire Movie,2-May-03,94,56,6.9
5297,Non-Stop,10-Nov-00,82,56,0
5298,The Corruptor,12-Mar-99,110,56,2.3
5299,Die Another Day,22-Nov-02,133,56,8.1
5300,7 Chinese Brothers,28-Aug-15,76,56,4.8
5301,La Maison de la Radio,4-Sep-13,99,56,0
5302,Diary of a Chambermaid,10-Jun-16,96,56,0
5303,Dark Blue World,28-Dec-01,112,56,8.4
5304,Breaking Upwards,2-Apr-10,88,56,0
5305,Citizen Gangster,27-Apr-12,105,56,5
5306,Take Me to the River,12-Sep-14,95,56,0
5307,Twilight,21-Nov-08,122,56,4.9
5308,An Everlasting Piece,25-Dec-00,103,56,0
5309,Scream 3,4-Feb-00,116,56,8.8
5310,The Muse,27-Aug-99,97,56,8.2
5311,La Femme Nikita,8-Mar-91,118,56,7.7
5312,Concussion,4-Oct-13,96,56,6.2
5313,Escobar: Paradise Lost,26-Jun-15,120,56,7.1
5314,Game 6,10-Mar-06,87,56,6.5
5315,Fever Pitch,8-Apr-05,103,56,6.2
5316,In the Land of Blood and Honey,23-Dec-11,127,56,3.2
5317,Winter Passing,17-Feb-06,98,56,7.5
5318,Turtle: The Incredible Journey,24-Jun-11,81,56,0
5319,Across the Universe,14-Sep-07,133,56,7.3
5320,Harsh Times,10-Nov-06,116,56,7.8
5321,Jackass 3-D,15-Oct-10,94,56,7.3
5322,A Dirty Shame,24-Sep-04,89,56,5.6
5323,Human Nature,12-Apr-02,96,56,7.1
5324,How Stella Got Her Groove Back,14-Aug-98,124,56,7.3
5325,The Two Jakes,10-Aug-90,137,56,8.7
5326,Falling Down,26-Feb-93,113,56,6.5
5327,The Seasons in Quincy: Four Portraits of John Berger,31-Aug-16,90,56,0
5328,Guilty of Romance,18-Jan-13,144,56,0
5329,Transporter 2,2-Sep-05,87,56,3
5330,Million Dollar Arm,16-May-14,124,56,7.1
5331,American Violet,17-Apr-09,103,56,0
5332,Three Stars,21-Sep-12,90,56,0
5333,God Bless America,11-May-12,105,56,7.3
5334,What's the Matter with Kansas?,30-Jul-10,90,56,0
5335,Tiger Eyes,7-Jun-13,92,56,0
5336,Jumping the Broom,6-May-11,108,56,5
5337,Religulous,3-Oct-08,101,56,7.6
5338,The Family Stone,16-Dec-05,103,56,5.2
5339,Genius,10-Jun-16,104,56,6.6
5340,Adam,29-Jul-09,99,56,8.2
5341,The Unknown Woman,30-May-08,118,56,7.4
5342,Battle in Heaven,17-Feb-06,98,56,6.4
5343,The Cut,18-Sep-15,138,56,0
5344,Greedy Lying Bastards,8-Mar-13,90,56,0
5345,Eleven Minutes,20-Feb-09,103,56,0
5346,I'll Sleep When I'm Dead,18-Jun-04,103,56,5.5
5347,Cabin Fever,12-Sep-03,93,56,2.9
5348,Claire Dolan,25-Feb-00,95,56,0
5349,Race,19-Feb-16,134,56,6.5
5350,The End of Love,1-Mar-13,89,56,5.5
5351,Midnight's Children,26-Apr-13,146,56,5
5352,On the Road,21-Dec-12,124,56,5.9
5353,You're Not You,10-Oct-14,102,56,7.6
5354,The Details,2-Nov-12,91,56,8.8
5355,Home for the Holidays,3-Nov-95,103,56,6.6
5356,Watchmen,6-Mar-09,162,56,8.1
5357,Boy Culture,23-Mar-07,88,56,7.6
5358,Saints and Soldiers,15-Oct-04,90,56,8
5359,The Chorus,14-Jan-05,97,56,8.4
5360,Diary of a Wimpy Kid,19-Mar-10,94,56,6.4
5361,Lords of Dogtown,3-Jun-05,107,56,7.9
5362,Focus,27-Feb-15,105,56,6.2
5363,Coco Chanel & Igor Stravinsky,11-Jun-10,0,56,5.8
5364,How to Eat Fried Worms,25-Aug-06,98,56,4.9
5365,Paper Towns,24-Jul-15,109,56,6.4
5366,Leatherheads,4-Apr-08,114,56,5.5
5367,Once Upon a Time in Mexico,12-Sep-03,102,56,8.7
5368,The Cherry Orchard,22-Feb-02,141,56,6.3
5369,The Five Senses,14-Jul-00,106,56,7
5370,The Big Kahuna,28-Apr-00,90,56,7.3
5371,Speaking in Strings,29-Oct-99,73,56,0
5372,Cruel Intentions,5-Mar-99,97,56,8.1
5373,Hyena,1-May-15,112,56,0
5374,It's All Gone Pete Tong,15-Apr-05,90,56,8.8
5375,Quick Change,13-Jul-90,89,56,6.5
5376,Non-Stop,28-Feb-14,106,56,7.1
5377,Coastlines,31-May-06,110,56,0
5378,Little Accidents,16-Jan-15,105,56,0
5379,Decoding Annie Parker,2-May-14,91,56,7.8
5380,Storks,23-Sep-16,87,56,6
5381,Valkyrie,25-Dec-08,115,56,6.3
5382,Douchebag,1-Oct-10,81,56,0
5383,Don't Be Afraid of the Dark,26-Aug-11,99,56,5.1
5384,Date Night,9-Apr-10,88,56,5.9
5385,Driving Lessons,13-Oct-06,98,56,7.7
5386,The DUFF,20-Feb-15,101,56,6.6
5387,Michael Moore in TrumpLand,19-Oct-16,73,56,4.9
5388,Wagner & Me,7-Dec-12,89,56,0
5389,Stupid Boy,16-Sep-05,94,56,5.8
5390,Perlasca: The Courage of a Just Man,15-Apr-05,104,56,0
5391,Danny Deckchair,11-Aug-04,100,56,7.4
5392,Sylvia,17-Oct-03,110,56,5.8
5393,Where's the Party Yaar?,5-Sep-03,110,56,7.5
5394,All Access: Front Row. Backstage. Live!,6-Apr-01,0,56,0
5395,Anna and the King,17-Dec-99,148,56,6.5
5396,Waterworld,28-Jul-95,135,56,3.3
5397,The Man from U.N.C.L.E.,14-Aug-15,116,56,7.6
5398,The Brave One,14-Sep-07,122,56,7.1
5399,39 Pounds of Love,23-Nov-05,70,56,7.3
5400,Miss Julie,5-Dec-14,129,56,7.4
5401,Minions,10-Jul-15,91,56,5.8
5402,Real Steel,7-Oct-11,127,56,7
5403,Wall Street,11-Dec-87,126,56,8.8
5404,Spoken Word,23-Jul-10,116,56,0
5405,For No Good Reason,25-Apr-14,89,56,8
5406,Unknown,18-Feb-11,113,56,6.7
5407,Virtual JFK: Vietnam If Kennedy Had Lived,17-Sep-08,80,56,0
5408,The Rum Diary,28-Oct-11,110,56,6.2
5409,Ramona and Beezus,23-Jul-10,103,56,7.4
5410,Filth,30-May-14,97,56,5
5411,Breaking and Entering,15-Dec-06,120,56,7
5412,Christmas in the Clouds,4-Nov-05,96,56,8.1
5413,Hereafter,15-Oct-10,129,56,6.1
